CGC2.1.t1	CGC2.1
CGC2.12360.t1	cdh-10
CGC2.12361.t1	C45G7.13
CGC2.12362.t1	CGC2.12362
CGC2.12363.t1	CGC2.12363
CGC2.12364.t1	C23H5.15
CGC2.12365.t1	che-6
CGC2.12366.t1	arrd-26
CGC2.12367.t1	C23H5.11
CGC2.12367.t2	C23H5.11
CGC2.12368.t1	grd-16
CGC2.12368.t2	grd-16
CGC2.12369.t1	Y69A2AL.2
CGC2.12370.t1	pqn-98
CGC2.12371.t1	lgc-28
CGC2.12371.t2	lgc-28
CGC2.12372.t1	CBG22526
CGC2.12373.t1	Y24D9B.1
CGC2.12374.t1	sma-10
CGC2.12375.t1	CBG22530
CGC2.12376.t1	CBG22531
CGC2.12377.t1	CBG22532
CGC2.12378.t1	CGC2.12378
CGC2.12379.t1	Y55F3AM.11
CGC2.12380.t1	K08C9.1
CGC2.12381.t2	K08C9.2
CGC2.12381.t1	K08C9.2
CGC2.12382.t1	znf-782
CGC2.12383.t1	CBG26535
CGC2.12384.t1	CGC2.12384
CGC2.12385.t1	csn-4
CGC2.12386.t1	cct-8
CGC2.12387.t1	Y55F3AR.2
CGC2.12388.t1	cox-18
CGC2.12388.t2	cox-18
CGC2.12389.t1	pqn-60
CGC2.12390.t1	srx-13
CGC2.12390.t2	srx-13
CGC2.12391.t1	CGC2.12391
CGC2.12391.t2	CGC2.12391
CGC2.12392.t1	CGC2.12392
CGC2.12393.t2	srx-12
CGC2.12393.t1	srx-12
CGC2.12394.t1	dcap-1
CGC2.12395.t1	Y55F3AM.13
CGC2.12395.t2	Y55F3AM.13
CGC2.12396.t2	mrps-25
CGC2.12396.t1	mrps-25
CGC2.12397.t2	abhd-14
CGC2.12397.t1	abhd-14
CGC2.12398.t1	C44B12.9
CGC2.12399.t1	snn-1
CGC2.12399.t2	snn-1
CGC2.12400.t1	col-109
CGC2.12401.t1	cmk-1
CGC2.12402.t1	CBG26496b
CGC2.12402.t2	CBG26496b
CGC2.12403.t1	ccm-2
CGC2.12404.t1	egl-4
CGC2.12404.t2	egl-4
CGC2.12404.t4	egl-4
CGC2.12404.t3	egl-4
CGC2.12405.t1	CBG08400
CGC2.12406.t1	CBG31464
CGC2.12407.t2	frpr-19
CGC2.12407.t1	frpr-19
CGC2.12408.t1	Y41D4A.1
CGC2.12409.t1	Y41D4A.7
CGC2.12410.t1	Y41D4A.4
CGC2.12411.t1	Y41D4A.6
CGC2.12412.t1	ptpn-22
CGC2.12412.t2	ptpn-22
CGC2.12413.t1	K08D12.8
CGC2.12414.t1	M01D7.9
CGC2.12415.t1	K08D12.6
CGC2.12416.t1	rpi-2
CGC2.12417.t1	K08D12.3
CGC2.12418.t1	pbs-1
CGC2.12418.t2	pbs-1
CGC2.12419.t1	K08D12.4
CGC2.12420.t1	bus-2
CGC2.12420.t2	bus-2
CGC2.12420.t3	bus-2
CGC2.12421.t1	Y41D4B.24
CGC2.12421.t2	Y41D4B.24
CGC2.12422.t1	Y41D4B.1
CGC2.12422.t2	Y41D4B.1
CGC2.12423.t1	Y41D4B.4
CGC2.12423.t2	Y41D4B.4
CGC2.12424.t1	rps-28
CGC2.12425.t1	nhr-274
CGC2.12425.t2	nhr-274
CGC2.12426.t1	Y41D4B.6
CGC2.12427.t1	cpg-24
CGC2.12428.t1	nhr-146
CGC2.12428.t2	nhr-146
CGC2.12429.t1	nhr-92
CGC2.12430.t1	nhr-122
CGC2.12431.t1	dsl-3
CGC2.12432.t1	CGC2.12432
CGC2.12433.t1	CBG26545
CGC2.12434.t1	Y41D4B.11
CGC2.12435.t1	set-23
CGC2.12436.t1	ced-2
CGC2.12437.t1	npp-8
CGC2.12437.t2	npp-8
CGC2.12438.t1	hpo-6
CGC2.12439.t1	C34H4.1
CGC2.12440.t1	C34H4.2
CGC2.12441.t1	C34H4.5
CGC2.12442.t1	col-107
CGC2.12443.t1	K03H6.5
CGC2.12444.t1	K03H6.1
CGC2.12445.t1	K03H6.4
CGC2.12446.t1	clec-172.2
CGC2.12447.t1	clec-172.1
CGC2.12448.t1	clec-80
CGC2.12449.t1	clec-84
CGC2.12450.t1	ZK795.2
CGC2.12451.t1	CBG30476
CGC2.12452.t1	CGC2.12452
CGC2.12453.t1	elt-6
CGC2.12454.t1	egl-18
CGC2.12455.t1	ssna-1
CGC2.12456.t1	rps-24
CGC2.12457.t1	aass-1
CGC2.12457.t2	aass-1
CGC2.12458.t1	ears-2
CGC2.12459.t1	T07A9.10
CGC2.12460.t1	hum-8
CGC2.12461.t1	Y66H1A.5
CGC2.12462.t1	Y66H1A.4
CGC2.12462.t2	Y66H1A.4
CGC2.12463.t1	daf-18
CGC2.12464.t1	eri-1
CGC2.12465.t1	T07A9.12
CGC2.12466.t1	kgb-1
CGC2.12466.t2	kgb-1
CGC2.12467.t1	clec-83
CGC2.12468.t1	Y54G2A.16
CGC2.12469.t1	nprt-1
CGC2.12469.t2	nprt-1
CGC2.12470.t1	dml-1
CGC2.12471.t1	dib-1
CGC2.12472.t1	samt-1
CGC2.12473.t1	manf-1
CGC2.12474.t1	ubc-13
CGC2.12475.t1	Y54G2A.18
CGC2.12476.t1	CBG26540
CGC2.12477.t1	ham-1
CGC2.12478.t1	ipmk-1
CGC2.12479.t1	snai-1
CGC2.12480.t1	dsc-4
CGC2.12481.t1	ark-1
CGC2.12482.t1	efa-6
CGC2.12482.t2	efa-6
CGC2.12483.t1	pgp-1
CGC2.12484.t1	Y55D9A.2
CGC2.12485.t1	K08E7.8
CGC2.12486.t1	K08E7.6
CGC2.12486.t2	K08E7.6
CGC2.12487.t1	K08E7.5
CGC2.12488.t1	hsb-1
CGC2.12488.t2	hsb-1
CGC2.12489.t1	eak-7
CGC2.12490.t1	ZK795.3
CGC2.12491.t1	CGC2.12491
CGC2.12492.t1	best-19
CGC2.12493.t1	CGC2.12493
CGC2.12494.t1	T21D12.14
CGC2.12495.t1	T21D12.7
CGC2.12496.t1	pnp-1
CGC2.12496.t2	pnp-1
CGC2.12497.t1	swt-1
CGC2.12498.t1	dis-3
CGC2.12499.t1	egl-38
CGC2.12499.t2	egl-38
CGC2.12500.t1	C15H11.13
CGC2.12501.t1	dpm-1
CGC2.12502.t1	mrpl-55
CGC2.12503.t1	T21G5.1
CGC2.12504.t1	CGC2.12504
CGC2.12505.t1	T07A9.15
CGC2.12506.t1	nog-1
CGC2.12507.t1	rrp-8
CGC2.12508.t1	gpa-4
CGC2.12509.t1	CGC2.12509
CGC2.12510.t1	CGC2.12510
CGC2.12511.t1	CGC2.12511
CGC2.12512.t1	CGC2.12512
CGC2.12512.t2	CGC2.12512
CGC2.12513.t1	CBG23548
CGC2.12514.t1	CGC2.12514
CGC2.12515.t1	CGC2.12515
CGC2.12516.t1	CGC2.12516
CGC2.12517.t1	CGC2.12517
CGC2.12518.t1	CGC2.12518
CGC2.12519.t1	CGC2.12519
CGC2.12520.t1	CGC2.12520
CGC2.12521.t1	CGC2.12521
CGC2.12522.t1	CGC2.12522
CGC2.12523.t1	CGC2.12523
CGC2.12524.t1	CGC2.12524
CGC2.12525.t1	CGC2.12525
CGC2.12526.t1	CGC2.12526
CGC2.12527.t1	CGC2.12527
CGC2.12528.t1	CGC2.12528
CGC2.12529.t1	CGC2.12529
CGC2.12530.t1	CGC2.12530
CGC2.12531.t1	CGC2.12531
CGC2.12532.t1	CGC2.12532
CGC2.12533.t1	CGC2.12533
CGC2.12534.t1	CGC2.12534
CGC2.12535.t1	CGC2.12535
CGC2.12536.t1	CGC2.12536
CGC2.12537.t1	CGC2.12537
CGC2.12538.t1	CGC2.12538
CGC2.12539.t1	CGC2.12539
CGC2.12540.t1	CGC2.12540
CGC2.12541.t1	CGC2.12541
CGC2.12542.t1	CGC2.12542
CGC2.12543.t1	CGC2.12543
CGC2.12544.t1	CGC2.12544
CGC2.12545.t1	CGC2.12545
CGC2.12546.t1	CGC2.12546
CGC2.12547.t1	CGC2.12547
CGC2.12548.t1	CGC2.12548
CGC2.12549.t1	CGC2.12549
CGC2.12550.t1	CGC2.12550
CGC2.12551.t1	CGC2.12551
CGC2.12552.t1	CGC2.12552
CGC2.12553.t1	CGC2.12553
CGC2.12554.t1	CGC2.12554
CGC2.12555.t1	CGC2.12555
CGC2.12556.t1	CGC2.12556
CGC2.12557.t1	CGC2.12557
CGC2.12558.t1	CGC2.12558
CGC2.12559.t1	CGC2.12559
CGC2.12560.t1	CGC2.12560
CGC2.12561.t1	CGC2.12561
CGC2.12562.t1	CGC2.12562
CGC2.12563.t1	CGC2.12563
CGC2.12564.t1	CGC2.12564
CGC2.12565.t1	CGC2.12565
CGC2.12566.t1	CGC2.12566
CGC2.12567.t1	CGC2.12567
CGC2.12568.t1	CGC2.12568
CGC2.12569.t1	CGC2.12569
CGC2.12570.t1	CGC2.12570
CGC2.12571.t1	CGC2.12571
CGC2.12572.t1	CBG11900
CGC2.12573.t1	CBG25165
CGC2.12574.t1	CBG29796
CGC2.12575.t1	CGC2.12575
CGC2.12576.t1	CGC2.12576
CGC2.12577.t1	grl-17
CGC2.12578.t1	slrp-1
CGC2.12579.t1	nuaf-1
CGC2.12580.t1	bir-2
CGC2.12581.t1	C50B8.4
CGC2.12582.t1	C50B8.6
CGC2.12583.t1	C50B8.5
CGC2.12584.t1	F53F4.1
CGC2.12585.t1	F53F4.17
CGC2.12586.t1	F53F4.2
CGC2.12587.t1	tbcb-1
CGC2.12588.t3	F53F4.4
CGC2.12588.t1	F53F4.4
CGC2.12588.t2	F53F4.4
CGC2.12589.t1	rdy-2
CGC2.12590.t1	fmo-4
CGC2.12590.t2	fmo-4
CGC2.12591.t1	CGC2.12591
CGC2.12592.t1	F53F4.13
CGC2.12593.t1	F53F4.7
CGC2.12593.t2	F53F4.7
CGC2.12594.t1	aagr-2.2
CGC2.12595.t1	srd-11
CGC2.12596.t1	F53F4.15
CGC2.12596.t2	F53F4.15
CGC2.12597.t1	F53F4.11
CGC2.12598.t1	F53F4.10
CGC2.12599.t1	F53F4.12
CGC2.12600.t1	sde-2
CGC2.12601.t1	H37A05.2
CGC2.12602.t2	ZC513.3
CGC2.12602.t1	ZC513.3
CGC2.12603.t1	CBG11513
CGC2.12604.t1	lpin-1
CGC2.12604.t2	lpin-1
CGC2.12605.t1	letm-1
CGC2.12605.t2	letm-1
CGC2.12605.t3	letm-1
CGC2.12606.t1	rde-12
CGC2.12607.t1	F58G11.4
CGC2.12608.t1	tag-65
CGC2.12609.t1	ccz-1
CGC2.12610.t1	T01D3.1
CGC2.12610.t2	T01D3.1
CGC2.12611.t1	T01D3.3
CGC2.12611.t3	T01D3.3
CGC2.12612.t1	hlh-34
CGC2.12611.t2	T01D3.3
CGC2.12613.t1	C10C6.3
CGC2.12613.t2	C10C6.3
CGC2.12614.t1	zipt-9
CGC2.12614.t2	zipt-9
CGC2.12615.t1	T01D3.6
CGC2.12616.t1	CBG11500
CGC2.12617.t1	dct-17
CGC2.12617.t2	dct-17
CGC2.12618.t1	CGC2.12618
CGC2.12619.t1	CGC2.12619
CGC2.12620.t1	F35E12.9
CGC2.12621.t1	F35E12.10
CGC2.12622.t1	cld-9
CGC2.12623.t1	F20G2.2
CGC2.12624.t1	F20G2.6
CGC2.12624.t2	F20G2.6
CGC2.12625.t1	F20G2.3
CGC2.12626.t1	F20G2.5.1
CGC2.12627.t1	CBG11489
CGC2.12628.t1	CBG11488
CGC2.12629.t1	F20G2.5.2
CGC2.12630.t1	F53C11.9
CGC2.12631.t1	oac-33
CGC2.12632.t1	F53C11.3
CGC2.12633.t1	F53C11.4
CGC2.12634.t2	F53C11.5
CGC2.12634.t1	F53C11.5
CGC2.12635.t1	twk-32
CGC2.12636.t1	swan-2
CGC2.12637.t1	swan-1
CGC2.12638.t1	ceh-24
CGC2.12639.t1	CGC2.12639
CGC2.12640.t1	sel-10
CGC2.12640.t2	sel-10
CGC2.12641.t1	hpo-31
CGC2.12642.t1	nrf-5
CGC2.12643.t1	srx-129
CGC2.12644.t1	CGC2.12644
CGC2.12645.t1	CBG11470
CGC2.12646.t1	srx-18
CGC2.12647.t1	srx-131
CGC2.12648.t1	ttr-21
CGC2.12649.t2	CBG30989
CGC2.12649.t1	CBG30989
CGC2.12650.t1	srx-136
CGC2.12651.t1	srx-137
CGC2.12651.t2	srx-137
CGC2.12652.t1	CBG11461
CGC2.12653.t1	CGC2.12653
CGC2.12654.t1	CBG11460
CGC2.12655.t1	CGC2.12655
CGC2.12656.t1	nhr-175
CGC2.12657.t1	cpt-5
CGC2.12658.t1	lbp-7
CGC2.12659.t1	lbp-8
CGC2.12660.t1	T22G5.3
CGC2.12661.t1	CGC2.12661
CGC2.12662.t1	srsx-19
CGC2.12662.t2	srsx-19
CGC2.12663.t1	spp-12
CGC2.12664.t1	CBG11451
CGC2.12665.t1	CGC2.12665
CGC2.12666.t1	CBG30637
CGC2.12667.t1	CBG30638
CGC2.12668.t1	CGC2.12668
CGC2.12669.t1	sptl-3
CGC2.12670.t1	cyp-35C1
CGC2.12671.t1	CGC2.12671
CGC2.12672.t1	oac-3
CGC2.12672.t2	oac-3
CGC2.12673.t1	C06B3.1
CGC2.12674.t1	let-767.2
CGC2.12675.t1	stdh-1
CGC2.12676.t1	eef-2.2
CGC2.12677.t1	C06B3.6
CGC2.12678.t1	C06B3.7
CGC2.12679.t1	CGC2.12679
CGC2.12680.t1	str-252
CGC2.12681.t2	srx-42
CGC2.12681.t3	srx-42
CGC2.12681.t1	srx-42
CGC2.12682.t1	srxa-12
CGC2.12683.t1	CGC2.12683
CGC2.12684.t1	R10D12.1
CGC2.12685.t1	srw-145
CGC2.12686.t1	dpr-1
CGC2.12687.t1	srx-10
CGC2.12688.t1	clec-262.2
CGC2.12689.t1	clec-262.1
CGC2.12690.t1	CBG11424a
CGC2.12691.t1	R10D12.7
CGC2.12692.t1	R10D12.8.1
CGC2.12693.t1	swt-6
CGC2.12694.t1	R10D12.10
CGC2.12695.t1	srh-24
CGC2.12696.t1	algn-13
CGC2.12697.t1	R10D12.13
CGC2.12697.t2	R10D12.13
CGC2.12698.t1	sao-1
CGC2.12698.t2	sao-1
CGC2.12698.t3	sao-1
CGC2.12698.t4	sao-1
CGC2.12698.t5	sao-1
CGC2.12698.t6	sao-1
CGC2.12698.t7	sao-1
CGC2.12698.t8	sao-1
CGC2.12699.t1	CGC2.12699
CGC2.12699.t2	CGC2.12699
CGC2.12699.t3	CGC2.12699
CGC2.12700.t1	CGC2.12700
CGC2.12701.t1	end-1
CGC2.12701.t2	end-1
CGC2.12701.t3	end-1
CGC2.12702.t1	eol-1
CGC2.12703.t1	CGC2.12703
CGC2.12704.t1	ric-7
CGC2.12704.t2	ric-7
CGC2.12704.t3	ric-7
CGC2.12705.t1	droe-4
CGC2.12706.t1	ddx-17
CGC2.12707.t1	aip-1
CGC2.12708.t1	end-3.1
CGC2.12709.t1	K12H6.7.2
CGC2.12710.t1	end-3.2
CGC2.12711.t1	CBG26865a
CGC2.12712.t1	Y97E10AR.2
CGC2.12712.t2	Y97E10AR.2
CGC2.12713.t1	Y97E10AR.1
CGC2.12714.t1	C31B8.12
CGC2.12715.t1	Y97E10AR.8
CGC2.12716.t1	CBG26867
CGC2.12717.t1	CGC2.12717
CGC2.12717.t2	CGC2.12717
CGC2.12717.t3	CGC2.12717
CGC2.12718.t1	Y97E10AR.3
CGC2.12719.t1	Y97E10AR.4
CGC2.12720.t1	CGC2.12720
CGC2.12721.t1	CGC2.12721
CGC2.12722.t1	lmtr-2
CGC2.12723.t1	rpb-9
CGC2.12724.t1	Y97E10AR.6
CGC2.12725.t1	CBG26869
CGC2.12726.t1	CBG30483
CGC2.12727.t1	CBG26870
CGC2.12728.t1	CGC2.12728
CGC2.12728.t2	CGC2.12728
CGC2.12729.t1	CBG30602
CGC2.12730.t1	CBG11389b
CGC2.12730.t2	CBG11389b
CGC2.12731.t1	sptl-2
CGC2.12731.t2	sptl-2
CGC2.12732.t1	ech-3
CGC2.12732.t2	ech-3
CGC2.12733.t1	F43H9.3
CGC2.12734.t1	F43H9.4
CGC2.12735.t1	vars-1
CGC2.12736.t1	algn-12
CGC2.12737.t1	CBG30485
CGC2.12738.t1	CGC2.12738
CGC2.12738.t2	CGC2.12738
CGC2.12739.t1	col-43
CGC2.12740.t1	sth-1
CGC2.12741.t1	ZC513.2
CGC2.12742.t1	CBG26871
CGC2.12743.t1	CBG11377
CGC2.12743.t2	CBG11377
CGC2.12744.t1	str-140
CGC2.12745.t1	CBG30928
CGC2.12746.t1	CBG11374
CGC2.12747.t1	str-144
CGC2.12748.t1	CGC2.12748
CGC2.12749.t1	catp-3
CGC2.12750.t1	str-131
CGC2.12751.t1	CBG11368
CGC2.12751.t2	CBG11368
CGC2.12752.t1	CGC2.12752
CGC2.12753.t1	str-130
CGC2.12754.t1	str-129
CGC2.12755.t1	str-146
CGC2.12756.t1	str-145
CGC2.12757.t1	sdz-23
CGC2.12758.t1	str-90
CGC2.12759.t1	CBG26879b
CGC2.12760.t1	CBG26882
CGC2.12761.t1	myo-5
CGC2.12762.t1	CGC2.12762
CGC2.12762.t2	CGC2.12762
CGC2.12763.t1	CGC2.12763
CGC2.12764.t1	CGC2.12764
CGC2.12765.t1	CGC2.12765
CGC2.12766.t1	CGC2.12766
CGC2.12767.t1	D1014.6
CGC2.12768.t1	D1014.5
CGC2.12768.t2	D1014.5
CGC2.12769.t1	CGC2.12769
CGC2.12770.t1	CGC2.12770
CGC2.12771.t1	spr-1
CGC2.12772.t1	CBG31440
CGC2.12773.t1	CGC2.12773
CGC2.12774.t1	snap-1
CGC2.12774.t2	snap-1
CGC2.12775.t1	D1014.4
CGC2.12775.t2	D1014.4
CGC2.12776.t1	D1014.2
CGC2.12777.t1	D1014.13
CGC2.12778.t1	sul-2
CGC2.12779.t1	F20D6.6
CGC2.12780.t1	F20D6.5
CGC2.12781.t1	CBG11335
CGC2.12782.t1	K12H6.7.3
CGC2.12783.t1	F20D6.8
CGC2.12784.t1	srp-7
CGC2.12784.t2	srp-7
CGC2.12785.t1	F20D6.2
CGC2.12786.t1	F20D6.10
CGC2.12787.t1	F20D6.11
CGC2.12788.t1	cri-2
CGC2.12789.t1	cest-17
CGC2.12790.t1	timp-1
CGC2.12791.t1	K07C11.7
CGC2.12791.t2	K07C11.7
CGC2.12791.t3	K07C11.7
CGC2.12791.t4	K07C11.7
CGC2.12792.t1	K07C11.8
CGC2.12792.t2	K07C11.8
CGC2.12793.t1	cogc-6
CGC2.12794.t1	air-1
CGC2.12795.t1	pax-1
CGC2.12796.t1	K07C11.10
CGC2.12797.t1	rol-3
CGC2.12798.t1	CGC2.12798
CGC2.12799.t1	CBG11319
CGC2.12800.t1	F28G4.3
CGC2.12801.t1	C16D9.5
CGC2.12802.t1	C16D9.6
CGC2.12802.t2	C16D9.6
CGC2.12803.t1	CBG26887
CGC2.12804.t1	CBG11312
CGC2.12805.t1	CBG11311
CGC2.12806.t1	C16D9.9
CGC2.12807.t1	C16D9.8
CGC2.12808.t1	C16D9.1
CGC2.12809.t1	srt-25.1
CGC2.12810.t1	F21F8.5
CGC2.12811.t1	CGC2.12811
CGC2.12811.t2	CGC2.12811
CGC2.12812.t1	asp-6
CGC2.12813.t1	CGC2.12813
CGC2.12814.t1	asp-5
CGC2.12815.t1	CBG11302
CGC2.12816.t1	str-135
CGC2.12817.t1	slc-17.5
CGC2.12818.t1	srg-33
CGC2.12819.t1	W02D7.3
CGC2.12820.t1	W02D7.4.1
CGC2.12821.t1	W02D7.4.2
CGC2.12821.t2	W02D7.4.2
CGC2.12822.t1	sel-9
CGC2.12823.t1	W02D7.11
CGC2.12824.t1	W02D7.8
CGC2.12825.t1	clec-219.1
CGC2.12826.t1	CGC2.12826
CGC2.12827.t1	clec-219.2
CGC2.12828.t1	CBG11288
CGC2.12829.t1	T22C1.12
CGC2.12830.t1	tmd-2
CGC2.12830.t2	tmd-2
CGC2.12831.t1	C08D8.7
CGC2.12832.t1	C08D8.1.1
CGC2.12833.t1	mom-2
CGC2.12834.t1	mpdu-1
CGC2.12835.t1	F38E1.6
CGC2.12835.t2	F38E1.6
CGC2.12836.t1	CGC2.12836
CGC2.12837.t1	gpa-2
CGC2.12838.t1	F38E1.10
CGC2.12838.t2	F38E1.10
CGC2.12839.t1	F52E1.5
CGC2.12840.t1	F38E1.3
CGC2.12841.t1	F52E1.14
CGC2.12842.t1	hsp-17
CGC2.12843.t1	gcy-7
CGC2.12843.t2	gcy-7
CGC2.12844.t1	pho-6
CGC2.12845.t1	CGC2.12845
CGC2.12846.t1	CBG26894
CGC2.12847.t1	CBG11267
CGC2.12848.t1	CBG26895
CGC2.12849.t1	CBG26896
CGC2.12850.t1	CBG26897
CGC2.12851.t1	CBG30691
CGC2.12852.t1	CBG26898
CGC2.12853.t1	CBG26899
CGC2.12854.t1	CBG26900a
CGC2.12855.t1	CBG30628
CGC2.12855.t2	CBG30628
CGC2.12856.t1	CBG26901
CGC2.12857.t1	CGC2.12857
CGC2.12858.t1	F52E1.9
CGC2.12858.t2	F52E1.9
CGC2.12859.t1	CGC2.12859
CGC2.12860.t1	CBG11254
CGC2.12861.t1	F52E1.2.1
CGC2.12862.t1	lmd-3
CGC2.12862.t2	lmd-3
CGC2.12863.t1	pos-1.1
CGC2.12864.t1	vha-18
CGC2.12865.t1	F52E1.2.2
CGC2.12866.t1	T23B12.5
CGC2.12867.t1	ZK994.6
CGC2.12868.t1	pxn-1
CGC2.12869.t1	T23B12.8
CGC2.12870.t1	phf-30
CGC2.12871.t1	mrpl-4
CGC2.12872.t1	mrps-2
CGC2.12873.t1	natc-1
CGC2.12873.t2	natc-1
CGC2.12873.t3	natc-1
CGC2.12874.t1	CGC2.12874
CGC2.12875.t1	dnj-22
CGC2.12876.t1	T23B12.6
CGC2.12877.t1	T23B12.11
CGC2.12878.t2	K12H6.7.4
CGC2.12878.t1	K12H6.7.4
CGC2.12879.t1	F45F2.9
CGC2.12880.t1	F45F2.10
CGC2.12880.t2	F45F2.10
CGC2.12880.t3	F45F2.10
CGC2.12881.t1	F45F2.11
CGC2.12881.t2	F45F2.11
CGC2.12882.t1	otpl-7
CGC2.12883.t1	otpl-6
CGC2.12884.t1	otpl-5
CGC2.12885.t1	K12H6.7.5
CGC2.12886.t1	CGC2.12886
CGC2.12887.t1	CGC2.12887
CGC2.12888.t1	CGC2.12888
CGC2.12889.t1	CGC2.12889
CGC2.12890.t1	CBG26905
CGC2.12891.t1	CBG01502
CGC2.12892.t1	CBG26906
CGC2.12893.t1	CGC2.12893
CGC2.12894.t1	CGC2.12894
CGC2.12895.t1	CBG01498
CGC2.12896.t1	CGC2.12896
CGC2.12897.t1	otpl-4
CGC2.12898.t1	slc-17.8
CGC2.12898.t2	slc-17.8
CGC2.12899.t1	asns-1
CGC2.12900.t1	acr-15
CGC2.12901.t1	acr-16
CGC2.12902.t1	F25G6.8
CGC2.12903.t1	F25G6.9
CGC2.12903.t2	F25G6.9
CGC2.12903.t3	F25G6.9
CGC2.12904.t1	symk-1
CGC2.12905.t1	C10B5.1
CGC2.12906.t1	R10F2.6
CGC2.12907.t1	CGC2.12907
CGC2.12908.t1	C10B5.3
CGC2.12909.t1	CGC2.12909
CGC2.12910.t1	tag-196
CGC2.12911.t1	F41E6.7
CGC2.12912.t1	F41E6.15
CGC2.12913.t1	CGC2.12913
CGC2.12914.t1	gpd-1
CGC2.12915.t1	CGC2.12915
CGC2.12916.t1	C36A4.4.1
CGC2.12917.t1	F41E6.5
CGC2.12918.t1	vps-60
CGC2.12919.t1	smk-1
CGC2.12919.t2	smk-1
CGC2.12919.t3	smk-1
CGC2.12919.t4	smk-1
CGC2.12919.t5	smk-1
CGC2.12920.t1	grd-5
CGC2.12921.t1	F41E6.11
CGC2.12922.t1	F41E6.17
CGC2.12923.t1	F41E6.12
CGC2.12924.t1	atg-18.1
CGC2.12924.t2	atg-18.1
CGC2.12924.t3	atg-18.1
CGC2.12925.t1	oac-29
CGC2.12926.t1	CGC2.12926
CGC2.12927.t1	atg-18.2
CGC2.12928.t1	grl-12
CGC2.12929.t1	acd-4.1
CGC2.12930.t1	acd-4.2
CGC2.12931.t1	F28A12.3.1
CGC2.12931.t2	F28A12.3.1
CGC2.12932.t1	F28A12.3.2
CGC2.12933.t1	asp-13
CGC2.12934.t1	ZC190.4
CGC2.12935.t1	ZC190.5
CGC2.12936.t1	ZC190.2
CGC2.12937.t1	cln-3.3
CGC2.12938.t1	ZC190.7
CGC2.12939.t1	ZC190.8
CGC2.12940.t1	glr-5
CGC2.12941.t1	CGC2.12941
CGC2.12942.t1	CGC2.12942
CGC2.12943.t1	ZC178.2
CGC2.12944.t1	CBG26921b
CGC2.12945.t1	CBG18514
CGC2.12946.t1	CGC2.12946
CGC2.12947.t1	CGC2.12947
CGC2.12947.t2	CGC2.12947
CGC2.12948.t1	CGC2.12948
CGC2.12949.t1	CGC2.12949
CGC2.12950.t1	cyp-33C9
CGC2.12951.t1	CBG18520
CGC2.12952.t1	CBG18524
CGC2.12953.t1	CBG31318
CGC2.12954.t1	CBG31319
CGC2.12955.t1	CBG26923
CGC2.12956.t1	CBG26924a
CGC2.12957.t1	B0507.4
CGC2.12958.t2	ddn-1
CGC2.12958.t1	ddn-1
CGC2.12959.t1	B0507.8
CGC2.12960.t1	CGC2.12960
CGC2.12961.t1	B0507.9.1
CGC2.12962.t1	B0507.9.2
CGC2.12963.t1	CGC2.12963
CGC2.12964.t1	CBG26926
CGC2.12964.t2	CBG26926
CGC2.12965.t1	CBG26927
CGC2.12966.t1	B0507.3
CGC2.12966.t2	B0507.3
CGC2.12967.t1	CGC2.12967
CGC2.12968.t1	CBG06519
CGC2.12969.t1	CGC2.12969
CGC2.12970.t1	CGC2.12970
CGC2.12971.t1	CGC2.12971
CGC2.12971.t2	CGC2.12971
CGC2.12972.t1	CGC2.12972
CGC2.12973.t1	CGC2.12973
CGC2.12974.t1	CGC2.12974
CGC2.12975.t1	CBG31325
CGC2.12976.t1	CBG26910
CGC2.12977.t1	CBG00757
CGC2.12978.t1	F07B7.13
CGC2.12979.t1	rpm-1
CGC2.12980.t1	CGC2.12980
CGC2.12981.t1	magu-2
CGC2.12982.t1	sup-37
CGC2.12982.t2	sup-37
CGC2.12982.t3	sup-37
CGC2.12983.t1	B0507.1
CGC2.12984.t1	B0507.2
CGC2.12985.t1	srx-115.2
CGC2.12986.t1	CGC2.12986
CGC2.12987.t1	CGC2.12987
CGC2.12988.t1	F07B7.14
CGC2.12989.t1	CGC2.12989
CGC2.12990.t1	F10G2.1
CGC2.12991.t1	CBG26913
CGC2.12992.t1	CBG00777
CGC2.12993.t1	CBG31326
CGC2.12994.t1	CBG00778
CGC2.12994.t2	CBG00778
CGC2.12995.t1	CBG31327
CGC2.12995.t2	CBG31327
CGC2.12996.t1	CBG00779
CGC2.12997.t1	CBG00781
CGC2.12998.t1	CGC2.12998
CGC2.12998.t2	CGC2.12998
CGC2.12999.t1	CGC2.12999
CGC2.13000.t1	CBG26916
CGC2.13001.t1	CBG00785
CGC2.13002.t1	CBG31329
CGC2.13002.t2	CBG31329
CGC2.13003.t1	ztf-25
CGC2.13004.t1	F10G2.10
CGC2.13005.t1	CBG26917
CGC2.13006.t1	CBG00789
CGC2.13006.t2	CBG00789
CGC2.13007.t1	CBG00790
CGC2.13008.t1	CBG26918
CGC2.13009.t1	F20D6.1.1
CGC2.13010.t1	CBG00793
CGC2.13011.t1	CBG00794
CGC2.13012.t1	CBG31330
CGC2.13013.t1	CBG00795
CGC2.13014.t1	CBG00797
CGC2.13015.t1	lmd-4.1
CGC2.13016.t1	lmd-4.2
CGC2.13017.t1	CGC2.13017
CGC2.13018.t1	CGC2.13018
CGC2.13019.t1	C18B10.6
